Date,ABBY,BARR,BART,BLAN,BONA,CLBJ,CPER,DCFS,DEJU,DELA,DSNY,GRSM,GUAN,HARV,HEAL,JERC,JORN,KONA,KONZ,LAJA,LENO,MLBS,MOAB,NIWO,NOGP,OAES,ONAQ,ORNL,OSBS,PUUM,RMNP,SCBI,SERC,SJER,SOAP,SRER,STEI,STER,TALL,TEAK,TOOL,TREE,UKFS,UNDE,WOOD,WREF,YELL
2015-04-16,,,,,,,,,,-4.496407195157542,,,,,,-3.5531477937900062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-17,,,,-6.752856651044103,,,,,,-5.065898000034749,,,,,,-6.770522584455796,,,,,,,,,,-9.278907168870067,,,,,-21.25754508342686,,,,,,,,,,,,,,,,
2015-04-18,,,-4.133100521946077,,,,,,,,,,,,,-3.0865282735852646,,,,,,,,,,,,,,,-15.5958215381638,,,,,,,,,,,,,,,,
2015-04-19,,,,-8.701308496396866,,,,,,-5.044451711085432,,,,,,-4.847739076011748,,,,,,,,,,,,,,,-15.202882126567967,,,,,,,,,,,,,,,,
2015-04-20,,,-9.714420663176803,-5.71615326788724,,,,,,,,,,,,-2.9164747592486875,,,,,,,,,,,,,,,-15.525928648576556,,,,,,,,,,,,,,,,
2015-04-21,,,-7.46052294177894,-7.058865454666276,,,,,,,,,,,,,,,,,,,,,,-7.214445668870885,,,,,-12.552013937600128,,,,,,,,,,,,,,,,
2015-04-22,,,-9.511004274068913,-4.743060234178732,,,,,,,,,,,,,,,,,,,,,,-6.206430221457921,,,,,,,,,,,,,,,,,,,,,
2015-04-23,,,-9.54234721915341,-6.089961213966268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,-7.026241591052698,,,,,,,,,,,,,,,,,,,,,
2015-04-25,,,,-4.232219216730975,,,,,,-4.423438657169272,,,,,,-5.23036465929784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-26,,,,-5.413111532448488,,,,,,,,,,,,-6.445918653721223,,,,,,,,,,0.8280464405478956,,,,,-12.328440508719053,,,,,,,,,,,,,,,,
2015-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,-5.537142678479672,,,,,-10.473523964592216,,,,,,,,,,,,,,,,
